the_geom,other_names_1,cartodb_georef_status,iu_archives_number,latitude,longitude,purl,image_url,archive_date,description_from_notebook,description_from_slide_mount,image_note,slide_condition,city_and_state,geocoordinates,personal_names_1,corporate_names_1,cartodb_id,genre_1,genre_2,topical_subject_headings_1,topical_subject_headings_2,topical_subject_headings_3,topical_subject_headings_4,topical_subject_headings_5,topical_subject_headings_6,topical_subject_headings_7,topical_subject_headings_8,topical_subject_headings_9,topical_subject_headings_10,topical_subject_headings_11,topical_subject_headings_12,other_1,date
0101000020E6100000403C0103F7E755C0626E522C12F04440,,FALSE,2919,41.8755546,-87.6244514,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02919,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02919.jpg,"Apr. 4, 1945","Looking across Jackson Pk. Golf coure , early spring",Jackson Park Across bridle path and Golf course [no. 10 fairway]Aircold,,,"Chicago, Illinois","41.8755546, -87.6244514",,,725,Landscape photographs,,Trees,Flowers,Parks,Golf,Shrubs,,Walkways,,,,,,"Jackson Park (Chicago, Ill.)",1945-04-04 00:00:00+00
0101000020E61000000B9C6C03F7E755C0626E522C12F04440,,FALSE,2920,41.8755546,-87.6244515,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02920,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02920.jpg,"Apr. 8, 1945",Eastern sky above S.S.C.C. entrance.,Eastern sky above entrance house of So. Shore Country Club,,,"Chicago, Illinois","41.8755546, -87.6244515",,"South Shore Country Club (Chicago, Ill.)",726,,,Clouds,Trees,Roofs,Chimneys,Flagpoles,Houses,Country clubs,,,,,,Sky,1945-04-08 00:00:00+00
0101000020E6100000A920F58D1E955DC08093B76D290D4140,SRF Lake Shrine,FALSE,5762,34.1028268,-118.3299899,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05762,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05762.jpg,"Feb. 27, 1952",Windmill-pond-&gold bulb-down from Pacific Palisades [SRF LAKE SHRINE-Self Realization Fellowship],Looking down on SRF Lake shrine-near end of Beverly Blvd as it drops down from Pacific Palisades to the coast above Santa Monica Calif,,,"Hollywood, California","34.1028268, -118.3299899",,Self-Realization Fellowship,2102,Views,,Lakes & ponds,Shrubs,Trees,Windmills,Domes,Buildings,Roads,Boats,Trucks,Cliffs,Hills,Fences,,1952-02-27 00:00:00+00
0101000020E6100000443D337763545EC0C7061C53C19B4340,,FALSE,7433,39.2168373,-121.3185709,http://purl.dlib.indiana.edu/iudl/archives/cushman/P07433,http://webapp1.dlib.indiana.edu/collections/cushman/full/P07433.jpg,"Oct. 9, 1954",Hwy Cal 20 crosses Yuba river.(noon),"Hwy Calif. 20 crosses Yuba river.Yuba county, near Timbuctoo.",,,"Timbuctoo, California","39.2168373, -121.3185709",,,4148,Landscape photographs,,Trees,Shrubs,Bridges,Rivers,Hills,Rocks,Rapids,,,,,,Yuba River (Calif.),1954-10-09 00:00:00+00
0101000020E61000000F9D9E7763545EC0C7061C53C19B4340,,FALSE,7434,39.2168373,-121.318571,http://purl.dlib.indiana.edu/iudl/archives/cushman/P07434,http://webapp1.dlib.indiana.edu/collections/cushman/full/P07434.jpg,"Oct. 9, 1954",Hwy Cal 20 crosses Yuba river.(noon),Cal 20 bridge over Yuba river not far from Timbuctoo.Yuba county.Calif.,,,"Timbuctoo, California","39.2168373, -121.3185710",,,4149,Landscape photographs,,Hills,Trees,Shrubs,Rivers,Bridges,Rocks,Rapids,,,,,,Yuba River (Calif.),1954-10-09 00:00:00+00
0101000020E610000016BD5301F7E755C0626E522C12F04440,,FALSE,2915,41.8755546,-87.624451,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02915,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02915.jpg,"Mar. 24, 1945 - May 6, 1945","Whire blossoms - Plum tree - Jackson Pk. , Chicago's earliest spring.",Plum treeChicago's earliest springAtree blooms in Jackson Park in March.,,,"Chicago, Illinois","41.8755546, -87.6244510",,,721,Identification photographs,,Plum trees,Flowers,Shrubs,Spring,Trees,,,,,,,,"Jackson Park (Chicago, Ill.)",1945-03-24 00:00:00+00
0101000020E6100000A61A07A83A0756C04FE0E70995EE4440,,FALSE,2829,41.8639233,-88.1129551,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02829,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02829.jpg,14744,Larch tree near big Sugar Maple.Arb. W.,Larch near big Sugar MapleMorton Arboretum.,,,"Wheaton, Illinois","41.8639233, -88.1129551",,Morton Arboretum,4464,Identification photographs,,Larch trees,Maples,Botanical gardens,Shrubs,,,,,,,,,Sugar maple,1944-05-14 00:00:00+00
0101000020E6100000717A72A83A0756C04FE0E70995EE4440,,FALSE,2830,41.8639233,-88.1129552,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02830,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02830.jpg,14744,Favorite Sugar Maple from another angleArb. W.,THE MapleMorton Arboretum,,,"Wheaton, Illinois","41.8639233, -88.1129552",,Morton Arboretum,4465,Identification photographs,,Maples,Botanical gardens,Shadows,,,,,,,,,,Sugar maple,1944-05-14 00:00:00+00
0101000020E61000006E403A2BD8E255C05E0C8A8B489D4440,,FALSE,4001,41.2287764,-87.5444439,http://purl.dlib.indiana.edu/iudl/archives/cushman/P04001,http://webapp1.dlib.indiana.edu/collections/cushman/full/P04001.jpg,"Jul. 1, 1948",Green meadow along green woods at Sherburnville.,"Meadow near woods= Hwy 17Sherburnville, Ill.",,,"Sherburnville, Illinois","41.2287764, -87.5444439",,,4002,,,Meadows,Forests,Trees,Shrubs,Shadows,,,,,,,,,1948-07-01 00:00:00+00
0101000020E61000009F5B4304F7E755C0626E522C12F04440,,FALSE,2923,41.8755546,-87.6244517,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02923,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02923.jpg,"Apr. 17, 1945",Stack of Souh Shore Pumping Station.,Stack of So. Shore Pumping station,,,"Chicago, Illinois","41.8755546, -87.6244517",,,728,,,Trees,Chimneys,Buildings,Shadows,Pumping stations,Shrubs,,,,,,,South Shore Pumping Station,1945-04-17 00:00:00+00
0101000020E6100000E0EBB5EA047C5AC0BB2E579AEFD74140,,FALSE,6159,35.6869996,-105.9378001,http://purl.dlib.indiana.edu/iudl/archives/cushman/P06159,http://webapp1.dlib.indiana.edu/collections/cushman/full/P06159.jpg,"Apr. 15, 1952",Sage + sand on Butte 24 NW of S.F.,"Sage and sand and a distant mesa 24 mi. NW of Santa Fe, N. Mex.",,,"Santa Fe, New Mexico","35.6869996, -105.9378001",,,3924,Landscape photographs,,Sand,Buttes,Shrubs,Trees,Mesas,Farms,Buildings,Agricultural facilities,Buildings,Fences,,,Sagebrush,1952-04-15 00:00:00+00
0101000020E6100000AA4B21EB047C5AC0BB2E579AEFD74140,,FALSE,6160,35.6869996,-105.9378002,http://purl.dlib.indiana.edu/iudl/archives/cushman/P06160,http://webapp1.dlib.indiana.edu/collections/cushman/full/P06160.jpg,"Apr. 15, 1952",View west from same pt as 27.,New Mexico landscape along Los Alamos road 24 mi. NW of Santa Fe.,near the headquarters of Bandelier Nat'l Mon. in Frijoles Canyon. New Mexico.,,"Santa Fe, New Mexico","35.6869996, -105.9378002",,,3925,Landscape photographs,,Trees,Shrubs,Hills,Buttes,Mountains,Fences,,,,,,,,1952-04-15 00:00:00+00
0101000020E610000075AB8CEB047C5AC0BB2E579AEFD74140,,FALSE,6162,35.6869996,-105.9378003,http://purl.dlib.indiana.edu/iudl/archives/cushman/P06162,http://webapp1.dlib.indiana.edu/collections/cushman/full/P06162.jpg,"Apr. 15, 1952",Again - from Hwy 84.,"From Hwy 84 a few miles north of Santa Fe - the Sangre de Cristo mountains - New Mexico's highest - up to 12,623 ft.",,,"Santa Fe, New Mexico","35.6869996, -105.9378003",,,3926,Landscape photographs,,Fences,Barbed wire,Cliffs,Shrubs,Hills,Mountains,Snow,,,,,,Sangre de Cristo Mountains (Colo. and N.M.),1952-04-15 00:00:00+00
0101000020E6100000949570323B0756C04FE0E70995EE4440,,FALSE,3678,41.8639233,-88.1129881,http://purl.dlib.indiana.edu/iudl/archives/cushman/P03678,http://webapp1.dlib.indiana.edu/collections/cushman/full/P03678.jpg,15845,"An Eley and 2 Hartwig Crabs- Malus group, Arb. W.",Eley Crab with two Hartwig Crabs behind.Arb. W- Malus group.,,,"Wheaton, Illinois","41.8639233, -88.1129881",,Morton Arboretum,4794,Identification photographs,,Trees,Leaves,Botanical gardens,Grasses,Flowers,,,,,,,,Crabapples,1947-05-19 00:00:00+00
0101000020E61000008FD838AC3A0756C04FE0E70995EE4440,,FALSE,3055,41.8639233,-88.1129561,http://purl.dlib.indiana.edu/iudl/archives/cushman/P03055,http://webapp1.dlib.indiana.edu/collections/cushman/full/P03055.jpg,"Oct. 27, 1945",Oak tree in Autumn red. Morton Arboretum.,Oak tree in Autumn redMorton Arboretum,,,"Wheaton, Illinois","41.8639233, -88.1129561",,Morton Arboretum,4474,Identification photographs,,Oaks,Shrubs,Botanical gardens,Autumn,Foliage,,,,,,,,Fall foliage,1945-10-27 00:00:00+00
0101000020E610000023980FAD3A0756C04FE0E70995EE4440,,FALSE,3057,41.8639233,-88.1129563,http://purl.dlib.indiana.edu/iudl/archives/cushman/P03057,http://webapp1.dlib.indiana.edu/collections/cushman/full/P03057.jpg,"Oct. 27, 1945","Branch of White Oak, bright red in sun.",Branch of White Oak- which has bright red leaves in Fall South lawn. Arboretum (west),,,"Wheaton, Illinois","41.8639233, -88.1129563",,Morton Arboretum,4476,Identification photographs,,Oaks,Leaves,Botanical gardens,Autumn,Foliage,,,,,,,,Fall foliage,1945-10-27 00:00:00+00
0101000020E6100000F3599E07F7E755C0626E522C12F04440,,FALSE,2934,41.8755546,-87.6244525,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02934,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02934.jpg,"May 1945 - June 18, 1945",Yellow poplar leaves in late Spring. Jackson Pk.,yellow leaves in late spring Jackson Park,,,"Chicago, Illinois","41.8755546, -87.6244525",,,736,,,Trees,Shrubs,People,Benches,Shadows,Walkways,Parks,,,,,,"Jackson Park (Chicago, Ill.)",1945-05-01 00:00:00+00
0101000020E6100000B7B41A12F7E755C0626E522C12F04440,,FALSE,2959,41.8755546,-87.624455,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02959,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02959.jpg,"Jun. 24, 1945",Sail boat and launch enter J.P.harbor,Boats enter Jackson Pak harborlate afternoon,,,"Chicago, Illinois","41.8755546, -87.6244550",,,761,Marine photographs,,Trees,People,Sailboats,Boats,Harbors,Lakes & ponds,,,Light fixtures,,,,"Jackson Park (Chicago, Ill.)",1945-06-24 00:00:00+00
0101000020E610000083B751AE3A0756C04FE0E70995EE4440,Oxydendrum arboreteum,FALSE,3066,41.8639233,-88.1129566,http://purl.dlib.indiana.edu/iudl/archives/cushman/P03066,http://webapp1.dlib.indiana.edu/collections/cushman/full/P03066.jpg,"Oct. 31, 1945",Oxydendrum arboreum [Sorrel tree],Sorrel treeOxydendron ArboreumArb. W.,,,"Wheaton, Illinois","41.8639233, -88.1129566",,Morton Arboretum,4479,Identification photographs,,Botanical gardens,Trees,,,,,,,,,,,,1945-10-31 00:00:00+00
0101000020E61000004D17BDAE3A0756C04FE0E70995EE4440,Berberis thunbergii,FALSE,3071,41.8639233,-88.1129567,http://purl.dlib.indiana.edu/iudl/archives/cushman/P03071,http://webapp1.dlib.indiana.edu/collections/cushman/full/P03071.jpg,"Oct. 31, 1945",Barberry with red berries. [Berboris thunbergii] Arboretum E.,Jap. Barberry [Berberis thunbergii]Morton's Arboretum E,,,"Wheaton, Illinois","41.8639233, -88.1129567",,Morton Arboretum,4480,Identification photographs,,Shrubs,Botanical gardens,Leaves,,,,,,,,,,Barberries,1945-10-31 00:00:00+00
0101000020E610000065E3C1163B0756C04FE0E70995EE4440,Euonymus larix lavicina,FALSE,3584,41.8639233,-88.1129815,http://purl.dlib.indiana.edu/iudl/archives/cushman/P03584,http://webapp1.dlib.indiana.edu/collections/cushman/full/P03584.jpg,"Nov. 19, 1946",Yellow of Larch + red of Evonymus. Arb. E.,Larch and EvonymusLarix lavicina; Evonymus atropurpureaBush at right is Ilex Verticillata.Arb.E.,,masked.,"Wheaton, Illinois","41.8639233, -88.1129815",,Morton Arboretum,4728,Identification photographs,,Larch trees,Trees,Shrubs,Botanical gardens,,,,,,,,,,1946-11-19 00:00:00+00
0101000020E610000085AA3D91CC7256C0C075C58CF0CC4540,,FALSE,4828,43.601091,-89.7937358,http://purl.dlib.indiana.edu/iudl/archives/cushman/P04828,http://webapp1.dlib.indiana.edu/collections/cushman/full/P04828.jpg,"Jul. 17, 1950",Looking down from high bridge abover waterfall between Mirror Lake & L. Delton. | Dells below waterfall at Mirror Lake,below waterfall at Mirror Lake,,,"Lake Delton, Wisconsin","43.601091, -89.7937358",,,2230,Views,,Trees,Shrubs,Cliffs,Lakes & ponds,Coastlines,,,,,,,,"Mirror Lake (Sauk County, Wis.)",1950-07-17 00:00:00+00
0101000020E6100000996D5D20F7E755C0626E522C12F04440,,FALSE,2994,41.8755546,-87.6244584,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02994,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02994.jpg,"Sep. 6, 1945","United Airlines stewardess.JoCrawford, models on Promontory rocks.",United Air Lines StewardessJoCrawford,,,"Chicago, Illinois","41.8755546, -87.6244584",,"United Air Lines, inc.",795,Glamour photographs,,Bodies of water,Bathing beauties,Rocks,Bathing suits,,,,,,,,,,1945-09-06 00:00:00+00
0101000020E6100000CF3B0444F7E755C0626E522C12F04440,,FALSE,3434,41.8755546,-87.6244669,http://purl.dlib.indiana.edu/iudl/archives/cushman/P03434,http://webapp1.dlib.indiana.edu/collections/cushman/full/P03434.jpg,"Aug. 11, 1946",Comely blonde in circus shorts.,Circus lovely,,,"Chicago, Illinois","41.8755546, -87.6244669",,Ringling Brothers Barnum and Bailey Combined Shows,880,Portraits,,,Trailers,Circus performers,Women,Circuses & shows,,,,,,,,,1946-08-11 00:00:00+00
0101000020E6100000E277D32D3B0756C04FE0E70995EE4440,Prunus armeniaca mikado,FALSE,3660,41.8639233,-88.112987,http://purl.dlib.indiana.edu/iudl/archives/cushman/P03660,http://webapp1.dlib.indiana.edu/collections/cushman/full/P03660.jpg,15835,Prunus Armeniaca Mikado,Prunus Armeniaca MikadoArb. W.,,,"Wheaton, Illinois","41.8639233, -88.1129870",,Morton Arboretum,4783,Identification photographs,,Trees,Shrubs,Flowers,Botanical gardens,Apricot trees,,,,,,,,Prunus,1947-05-10 00:00:00+00
0101000020E6100000A0B657303B0756C04FE0E70995EE4440,,FALSE,3669,41.8639233,-88.1129876,http://purl.dlib.indiana.edu/iudl/archives/cushman/P03669,http://webapp1.dlib.indiana.edu/collections/cushman/full/P03669.jpg,15837,Japanese Quince and Juniper. Arb. E.,Japanese Quince and Cedar (Juniper)Jap. Island- Arb. E.,,,"Wheaton, Illinois","41.8639233, -88.1129876",,Morton Arboretum,4789,Identification photographs,,Trees,Shrubs,Flowers,Botanical gardens,Junipers,Quince trees,,,,,,,,1947-05-12 00:00:00+00
0101000020E61000006B16C3303B0756C04FE0E70995EE4440,,FALSE,3670,41.8639233,-88.1129877,http://purl.dlib.indiana.edu/iudl/archives/cushman/P03670,http://webapp1.dlib.indiana.edu/collections/cushman/full/P03670.jpg,15837,Branch of Japanese QuinceArb. E.,BRANCH OF JAPANESE QUINCEARBORETUM EAST CUSHMAN,,"Image was originally mounted in a glass enclosure. Before digitization, the imagewas removed and placed in a Wess Plastic, Inc. brand, 2"" x 2"", plastic mount. The description from the slide mount was then transferred to the new mount by the staff of the University Archives. The transferred information was checked against the data on the original slide mount for accuracy. The original mounts have been kept with the Cushman collection.","Wheaton, Illinois","41.8639233, -88.1129877",,Morton Arboretum,4790,Identification photographs,,Tree limbs,Flowers,Botanical gardens,Quince trees,,,,,,,,,,1947-05-12 00:00:00+00
0101000020E61000006E686F954CF955C05E9CF86A47F84240,,FALSE,2117,37.9396795,-87.8952993,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02117,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02117.jpg,"Oct. 13, 1940 - Oct. 31, 1940","Urchins along east Water St., Mt. Vernon -close-up",Posey county children. These live near the Ohio river at Mt. Vernon.,,,"Mount Vernon, Indiana","37.9396795, -87.8952993",,,2648,Portraits,,Children,Grasses,Weeds,Rivers,Carts & wagons,,,,,,,,Ohio River,1940-10-13 00:00:00+00
0101000020E6100000A643A7E75D915EC0574A8567F8E64240,,FALSE,5842,37.8044557,-122.2713565,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05842,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05842.jpg,"Mar. 11, 1952",Oakland & beyond from Skyline Blvd,Oakland and the Bay beyond from Skyline DriveCushman,,,"Oakland, California","37.8044557, -122.2713565",,,2995,Cityscape photographs,,Trees,Meadows,Cities & towns,Houses,Roads,Clouds,Bays (Bodies of water),Hills,,,,,San Francisco Bay (Calif.),1952-03-11 00:00:00+00
0101000020E610000009CAC8B491E95DC0B754EFBAC8A74340,,FALSE,6502,39.3108133,-119.6495182,http://purl.dlib.indiana.edu/iudl/archives/cushman/P06502,http://webapp1.dlib.indiana.edu/collections/cushman/full/P06502.jpg,"Nov. 8, 1952",Miners Union Hall.,"Miners Union Hall.Virginia City, Nevada.",,,"Virginia City, Nevada","39.3108133, -119.6495182",,"Miner's Union Hall (Virginia City, Nev.)",4342,Architectural photographs,,Streets,Sidewalks,Trees,Cities & towns,Signs (Notices),Mountains,Facades,Balconies,Building deterioration,Hills,Labor unions,Miners' unions,,1952-11-08 00:00:00+00
0101000020E610000044F0092307415EC0097657D17AA14340,,FALSE,8344,39.2615606,-121.0160606,http://purl.dlib.indiana.edu/iudl/archives/cushman/P08344,http://webapp1.dlib.indiana.edu/collections/cushman/full/P08344.jpg,"Aug. 12, 1955",View up Broad St.Nevada City,"View up Broad St.Nevada City, Calif.",,,"Nevada City, California","39.2615606, -121.0160606",,"Deer Creek Inn (Nevada City, Calif.)",2746,Cityscape photographs,,Churches,Streets,Automobiles,Trucks,Buildings,Electric lines,Balconies,Porches,Columns,Bell towers,Taverns (Inns),,,1955-08-12 00:00:00+00
0101000020E61000000E50752307415EC0097657D17AA14340,,FALSE,8345,39.2615606,-121.0160607,http://purl.dlib.indiana.edu/iudl/archives/cushman/P08345,http://webapp1.dlib.indiana.edu/collections/cushman/full/P08345.jpg,"Aug. 12, 1955",White House at head of Broad St. - Nev. Cy.,"White residence at head of Broad StreetNevada City, Calif.",,masked.,"Nevada City, California","39.2615606, -121.0160607",,,2747,Architectural photographs,,Houses,Gates,Porches,Architectural decorations & ornaments,Roofs,Columns,Trees,Balconies,Retaining walls,,,,,1955-08-12 00:00:00+00
0101000020E6100000818758B304B855C0EC95687F56354440,Mustard (Plant),FALSE,5837,40.4167022,-86.8752869,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05837,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05837.jpg,"Mar. 9, 1952",Mustard covered Mtn. Side nr. Lafayette on Cal 24,"Mustard - covered mountainside near Lafayette, Calif.",,,"Lafayette, California","40.4167022, -86.8752869",,,2215,Landscape photographs,,,Flowers,Hills,Trees,Mountains,Wildflowers,,,,,,,,1952-03-09 00:00:00+00
0101000020E610000015472FB404B855C0EC95687F56354440,Mustard (Plant),FALSE,5839,40.4167022,-86.8752871,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05839,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05839.jpg,"Mar. 9, 1952",Mustard covered mtn. Side nr. Lafayette on Cal 24,"Along Cal. 24 near Lafayette, east of OaklandCushman",,,"Lafayette, California","40.4167022, -86.8752871",,,2217,Landscape photographs,,,Hills,Mountains,Trees,Flowers,Fences,Wildflowers,,,,,,,1952-03-09 00:00:00+00
0101000020E6100000C90C0A39250854C03D8D6AC7C3C93940,,FALSE,1551,25.7881436,-80.1272719,http://purl.dlib.indiana.edu/iudl/archives/cushman/P01551,http://webapp1.dlib.indiana.edu/collections/cushman/full/P01551.jpg,Feb. 1939,J-14= Red-head and pigeons.,J-14= Red head and Pigeons,,"magenta cast [fading of yellow dye]. Image was originally mounted in a glass enclosure. Before digitization, the imagewas removed and placed in a Wess Plastic, Inc. brand, 2"" x 2"", plastic mount. The description from the slide mount was then transferred to the new mount by the staff of the University Archives. The transferred information was checked against the data on the original slide mount for accuracy. The original mounts have been kept with the Cushman collection.","Miami, Florida","25.7881436, -80.1272719",,,2494,Identification photographs,,Boys,Pigeons,Sand,Shadows,,,,,,,,,,1939-02-01 00:00:00+00
